Domain_Age,sld,oc_8,Emails,hex_32,Domain_Name,puny_coded,Page_Rank,Alexa_Rank,3gram,distance_from_bad_words,Country,hex_8,oc_32,len,typos,Registrar,dec_8,2gram,State,1gram,obfuscate_at_sign,entropy,numeric_percentage,Registrant_Name,subdomain,char_distribution,shortened,longest_word,Name_Server_Count,dec_32,Creation_Date_Time,Organization,tld,
,migkotuyi,0,,0,,0,,,"['mig', 'igk', 'gko', 'kot', 'otu', 'tuy', 'uyi']","{'yi': 5.378787878787879, 'kot': 5.162878787878788, 'u': 5.547348484848484, 'mig': 5.202651515151516}",,0,0,10,"[('qq.com', 86), ('vk.com', 86)]",,0,"['mi', 'ig', 'gk', 'ko', 'ot', 'tu', 'uy', 'yi']",,"['m', 'i', 'g', 'k', 'o', 't', 'u', 'y', 'i']",0,2.7897352854,0,,0,"defaultdict(<class 'int'>, {'k': 1, 'm': 1, 'i': 2, 't': 1, 'g': 1, 'y': 1, 'u': 1, 'o': 1})",-1,kot,,0,,,com,
"827 days, 8:03:11.153635",milcosas4you,0,"['abuse@godaddy.com', 'milcosas4you.com@domainsbyproxy.com']",0,"['MILCOSAS4YOU.COM', 'milcosas4you.com']",0,,-1,"['mil', 'ilc', 'lco', 'cos', 'osa', 'sas', 'as4', 's4y', '4yo', 'you']","{'cosas': 5.5, 'o': 5.354166666666667, 'mil': 5.174242424242424, 'u': 5.547348484848484, 'y': 5.632575757575758, '4': 5.744318181818182}",US,0,0,13,"[('google.com', 86), ('apple.com', 86)]","GoDaddy.com, LLC",0,"['mi', 'il', 'lc', 'co', 'os', 'sa', 'as', 's4', '4y', 'yo', 'ou']",Arizona,"['m', 'i', 'l', 'c', 'o', 's', 'a', 's', '4', 'y', 'o', 'u']",0,3.1080982014,5.5555555556,,0,"defaultdict(<class 'int'>, {'a': 1, '4': 1, 'o': 2, 'i': 1, 'm': 1, 'u': 1, 'c': 1, 'y': 1, 's': 2, 'l': 1})",-1,cosas,3,0,2017-07-22 00:18:48,"Domains By Proxy, LLC",com,
"827 days, 8:03:16.008132",milcosas4you,0,"['abuse@godaddy.com', 'milcosas4you.com@domainsbyproxy.com']",0,"['MILCOSAS4YOU.COM', 'milcosas4you.com']",0,,-1,"['mil', 'ilc', 'lco', 'cos', 'osa', 'sas', 'as4', 's4y', '4yo', 'you']","{'cosas': 5.5, 'o': 5.354166666666667, 'mil': 5.174242424242424, 'u': 5.547348484848484, 'y': 5.632575757575758, '4': 5.744318181818182}",US,0,0,16,"[('google.com', 86), ('apple.com', 86)]","GoDaddy.com, LLC",0,"['mi', 'il', 'lc', 'co', 'os', 'sa', 'as', 's4', '4y', 'yo', 'ou']",Arizona,"['m', 'i', 'l', 'c', 'o', 's', 'a', 's', '4', 'y', 'o', 'u']",0,3.375,9.0909090909,,1,"defaultdict(<class 'int'>, {'l': 1, 'o': 2, 'm': 1, 'u': 1, 's': 2, '1': 1, 'a': 1, 'w': 2, '4': 1, 'i': 1, 'c': 1, 'y': 1})",-1,cosas,3,0,2017-07-22 00:18:48,"Domains By Proxy, LLC",com,
"827 days, 8:03:20.829779",milcosas4you,0,"['abuse@godaddy.com', 'milcosas4you.com@domainsbyproxy.com']",0,"['MILCOSAS4YOU.COM', 'milcosas4you.com']",0,,-1,"['mil', 'ilc', 'lco', 'cos', 'osa', 'sas', 'as4', 's4y', '4yo', 'you']","{'cosas': 5.5, 'o': 5.354166666666667, 'mil': 5.174242424242424, 'u': 5.547348484848484, 'y': 5.632575757575758, '4': 5.744318181818182}",US,0,0,16,"[('google.com', 86), ('apple.com', 86)]","GoDaddy.com, LLC",0,"['mi', 'il', 'lc', 'co', 'os', 'sa', 'as', 's4', '4y', 'yo', 'ou']",Arizona,"['m', 'i', 'l', 'c', 'o', 's', 'a', 's', '4', 'y', 'o', 'u']",0,3.375,9.0909090909,,1,"defaultdict(<class 'int'>, {'l': 1, 'o': 2, 'm': 1, 'u': 1, 's': 2, '1': 1, 'a': 1, 'w': 2, '4': 1, 'i': 1, 'c': 1, 'y': 1})",-1,cosas,3,0,2017-07-22 00:18:48,"Domains By Proxy, LLC",com,
"160 days, 19:51:07.107985",mkrpukabt64khqsc,0,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']",0,"['MKRPUKABT64KHQSC.COM', 'mkrpukabt64khqsc.com']",0,,-1,"['mkr', 'krp', 'rpu', 'puk', 'uka', 'kab', 'abt', 'bt6', 't64', '64k', '4kh', 'khq', 'hqs', 'qsc']","{'a': 5.365530303030303, '6': 5.744318181818182, 'mk': 5.518939393939394, 'h': 5.570075757575758, 'bt': 5.299242424242424, 's': 5.431818181818182, 'k': 5.6268939393939394, 'c': 5.537878787878788, '4': 5.744318181818182, 'rp': 5.388257575757576, 'uk': 5.446969696969697, 'q': 5.734848484848484}",JP,0,0,17,"[('facebook.com', 86), ('twitter.com', 86)]","GMO INTERNET, INC.",0,"['mk', 'kr', 'rp', 'pu', 'uk', 'ka', 'ab', 'bt', 't6', '64', '4k', 'kh', 'hq', 'qs', 'sc']",Tokyo,"['m', 'k', 'r', 'p', 'u', 'k', 'a', 'b', 't', '6', '4', 'k', 'h', 'q', 's', 'c']",0,3.5673245858,9.0909090909,,0,"defaultdict(<class 'int'>, {'a': 1, '6': 1, 'b': 1, 'h': 1, 'm': 1, 'u': 1, 's': 1, 'q': 1, 'k': 3, 'p': 1, '4': 1, 't': 1, 'c': 1, 'r': 1})",-1,bt,6,0,2019-05-19 12:31:07,Whois Privacy Protection Service by onamae.com,com,
"138 days, 18:36:43.549362",moonertis,0,abuse@beget.com,0,MOONERTIS.FUN,0,,-1,"['moo', 'oon', 'one', 'ner', 'ert', 'rti', 'tis']","{'moon': 5.232954545454546, 'is': 5.2272727272727275, 'ert': 5.130681818181818}",US,0,0,10,"[('rs6.net', 53), ('hostnet.nl', 52)]",Beget LLC,0,"['mo', 'oo', 'on', 'ne', 'er', 'rt', 'ti', 'is']",MA,"['m', 'o', 'o', 'n', 'e', 'r', 't', 'i', 's']",0,2.7897352854,0,,0,"defaultdict(<class 'int'>, {'o': 2, 'e': 1, 'm': 1, 'n': 1, 'i': 1, 't': 1, 'r': 1, 's': 1})",-1,moon,4,0,2019-06-10 13:45:33,"Privacy Protect, LLC (PrivacyProtect.org)",fun,
"193 days, 20:27:51.512908",mzbswh,0,domainabuse@service.aliyun.com,0,MZBSWH.XYZ,0,,-1,"['mzb', 'zbs', 'bsw', 'swh']","{'mz': 5.625, 'bs': 5.369318181818182, 'wh': 5.5643939393939394}",CN,0,0,7,"[('ow.ly', 54), ('bit.ly', 38)]",Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),0,"['mz', 'zb', 'bs', 'sw', 'wh']",he nan,"['m', 'z', 'b', 's', 'w', 'h']",0,2.4063042189,0,,0,"defaultdict(<class 'int'>, {'h': 1, 'w': 1, 'z': 1, 'm': 1, 's': 1, 'b': 1})",-1,wh,2,0,2019-04-16 11:54:28,li zong huang,xyz,
"193 days, 20:27:53.132341",mzbswh,0,domainabuse@service.aliyun.com,0,MZBSWH.XYZ,0,,-1,"['mzb', 'zbs', 'bsw', 'swh']","{'mz': 5.625, 'bs': 5.369318181818182, 'wh': 5.5643939393939394}",CN,0,0,7,"[('ow.ly', 54), ('bit.ly', 38)]",Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),0,"['mz', 'zb', 'bs', 'sw', 'wh']",he nan,"['m', 'z', 'b', 's', 'w', 'h']",0,2.4063042189,0,,0,"defaultdict(<class 'int'>, {'h': 1, 'w': 1, 'z': 1, 'm': 1, 's': 1, 'b': 1})",-1,wh,2,0,2019-04-16 11:54:28,li zong huang,xyz,
"132 days, 19:25:48.256617",netadfmail,0,abuse@godaddy.com,0,"['NETADFMAIL.COM', 'netadfmail.com']",0,,-1,"['net', 'eta', 'tad', 'adf', 'dfm', 'fma', 'mai', 'ail']","{'mail': 5.179924242424242, 'adf': 5.375, 'net': 5.1231060606060606}",US,0,0,11,"[('apple.com', 86), ('adobe.com', 86)]","GoDaddy.com, LLC",0,"['ne', 'et', 'ta', 'ad', 'df', 'fm', 'ma', 'ai', 'il']",AZ,"['n', 'e', 't', 'a', 'd', 'f', 'm', 'a', 'i', 'l']",0,2.9631196533,0,,0,"defaultdict(<class 'int'>, {'a': 2, 'd': 1, 'i': 1, 'e': 1, 't': 1, 'm': 1, 'n': 1, 'f': 1, 'l': 1})",-1,mail,2,0,2019-06-16 12:56:34,Repossessed by Go Daddy,com,
"132 days, 19:25:50.570599",netadfmail,0,abuse@godaddy.com,0,"['NETADFMAIL.COM', 'netadfmail.com']",0,,-1,"['net', 'eta', 'tad', 'adf', 'dfm', 'fma', 'mai', 'ail']","{'mail': 5.179924242424242, 'adf': 5.375, 'net': 5.1231060606060606}",US,0,0,11,"[('apple.com', 86), ('adobe.com', 86)]","GoDaddy.com, LLC",0,"['ne', 'et', 'ta', 'ad', 'df', 'fm', 'ma', 'ai', 'il']",AZ,"['n', 'e', 't', 'a', 'd', 'f', 'm', 'a', 'i', 'l']",0,2.9631196533,0,,0,"defaultdict(<class 'int'>, {'a': 2, 'd': 1, 'i': 1, 'e': 1, 't': 1, 'm': 1, 'n': 1, 'f': 1, 'l': 1})",-1,mail,2,0,2019-06-16 12:56:34,Repossessed by Go Daddy,com,
"132 days, 19:25:52.851064",netadfmail,0,abuse@godaddy.com,0,"['NETADFMAIL.COM', 'netadfmail.com']",0,,-1,"['net', 'eta', 'tad', 'adf', 'dfm', 'fma', 'mai', 'ail']","{'mail': 5.179924242424242, 'adf': 5.375, 'net': 5.1231060606060606}",US,0,0,11,"[('apple.com', 86), ('adobe.com', 86)]","GoDaddy.com, LLC",0,"['ne', 'et', 'ta', 'ad', 'df', 'fm', 'ma', 'ai', 'il']",AZ,"['n', 'e', 't', 'a', 'd', 'f', 'm', 'a', 'i', 'l']",0,2.9631196533,0,,0,"defaultdict(<class 'int'>, {'a': 2, 'd': 1, 'i': 1, 'e': 1, 't': 1, 'm': 1, 'n': 1, 'f': 1, 'l': 1})",-1,mail,2,0,2019-06-16 12:56:34,Repossessed by Go Daddy,com,
"132 days, 19:25:54.442177",netcdnmail,0,abuse@godaddy.com,0,"['NETCDNMAIL.COM', 'netcdnmail.com']",0,,-1,"['net', 'etc', 'tcd', 'cdn', 'dnm', 'nma', 'mai', 'ail']","{'nm': 5.393939393939394, 'ail': 4.990530303030303, 'net': 5.1231060606060606, 'cd': 5.458333333333333}",US,0,0,11,"[('apple.com', 86), ('adobe.com', 86)]","GoDaddy.com, LLC",0,"['ne', 'et', 'tc', 'cd', 'dn', 'nm', 'ma', 'ai', 'il']",AZ,"['n', 'e', 't', 'c', 'd', 'n', 'm', 'a', 'i', 'l']",0,2.9631196533,0,,0,"defaultdict(<class 'int'>, {'a': 1, 'd': 1, 'e': 1, 't': 1, 'm': 1, 'n': 2, 'i': 1, 'c': 1, 'l': 1})",-1,ail,2,0,2019-06-16 12:56:35,Repossessed by Go Daddy,com,
"132 days, 19:25:55.960143",netcdnmail,0,abuse@godaddy.com,0,"['NETCDNMAIL.COM', 'netcdnmail.com']",0,,-1,"['net', 'etc', 'tcd', 'cdn', 'dnm', 'nma', 'mai', 'ail']","{'nm': 5.393939393939394, 'ail': 4.990530303030303, 'net': 5.1231060606060606, 'cd': 5.458333333333333}",US,0,0,11,"[('apple.com', 86), ('adobe.com', 86)]","GoDaddy.com, LLC",0,"['ne', 'et', 'tc', 'cd', 'dn', 'nm', 'ma', 'ai', 'il']",AZ,"['n', 'e', 't', 'c', 'd', 'n', 'm', 'a', 'i', 'l']",0,2.9631196533,0,,0,"defaultdict(<class 'int'>, {'a': 1, 'd': 1, 'e': 1, 't': 1, 'm': 1, 'n': 2, 'i': 1, 'c': 1, 'l': 1})",-1,ail,2,0,2019-06-16 12:56:35,Repossessed by Go Daddy,com,
"132 days, 19:25:57.501103",netcdnmail,0,abuse@godaddy.com,0,"['NETCDNMAIL.COM', 'netcdnmail.com']",0,,-1,"['net', 'etc', 'tcd', 'cdn', 'dnm', 'nma', 'mai', 'ail']","{'nm': 5.393939393939394, 'ail': 4.990530303030303, 'net': 5.1231060606060606, 'cd': 5.458333333333333}",US,0,0,11,"[('apple.com', 86), ('adobe.com', 86)]","GoDaddy.com, LLC",0,"['ne', 'et', 'tc', 'cd', 'dn', 'nm', 'ma', 'ai', 'il']",AZ,"['n', 'e', 't', 'c', 'd', 'n', 'm', 'a', 'i', 'l']",0,2.9631196533,0,,0,"defaultdict(<class 'int'>, {'a': 1, 'd': 1, 'e': 1, 't': 1, 'm': 1, 'n': 2, 'i': 1, 'c': 1, 'l': 1})",-1,ail,2,0,2019-06-16 12:56:35,Repossessed by Go Daddy,com,
"138 days, 0:31:07.498957",netpagamento,0,,0,netpagamento.biz,0,,-1,"['net', 'etp', 'tpa', 'pag', 'aga', 'gam', 'ame', 'men', 'ent', 'nto']","{'a': 5.365530303030303, 'pag': 5.172348484848484, 'men': 5.170454545454546, 'to': 5.170454545454546, 'net': 5.1231060606060606}",,0,0,13,"[('amzn.to', 66), ('t.me', 64)]",,0,"['ne', 'et', 'tp', 'pa', 'ag', 'ga', 'am', 'me', 'en', 'nt', 'to']",,"['n', 'e', 't', 'p', 'a', 'g', 'a', 'm', 'e', 'n', 't', 'o']",0,2.8004058937,0,REDACTED FOR PRIVACY,0,"defaultdict(<class 'int'>, {'a': 2, 'p': 1, 'e': 2, 't': 2, 'm': 1, 'n': 2, 'g': 1, 'o': 1})",-1,men,10,0,2019-06-11 07:51:29,,biz,
"139 days, 0:49:49.192196",ngtf,0,abuse@moniker.com,0,NGTF.INFO,0,,-1,"['ngt', 'gtf']","{'f': 5.668560606060606, 'ngt': 5.259469696969697}",US,0,0,5,"[('g.co', 64), ('aboutads.info', 59)]",Moniker Online Services LLC,0,"['ng', 'gt', 'tf']",FL,"['n', 'g', 't', 'f']",0,1.8575424759,0,,0,"defaultdict(<class 'int'>, {'n': 1, 'g': 1, 'f': 1, 't': 1})",-1,ngt,2,0,2019-06-10 07:32:49,Moniker Privacy Services,info,
"139 days, 0:49:50.355520",ngtf,0,abuse@moniker.com,0,NGTF.INFO,0,,-1,"['ngt', 'gtf']","{'f': 5.668560606060606, 'ngt': 5.259469696969697}",US,0,0,5,"[('g.co', 64), ('aboutads.info', 59)]",Moniker Online Services LLC,0,"['ng', 'gt', 'tf']",FL,"['n', 'g', 't', 'f']",0,1.8575424759,0,,0,"defaultdict(<class 'int'>, {'n': 1, 'g': 1, 'f': 1, 't': 1})",-1,ngt,2,0,2019-06-10 07:32:49,Moniker Privacy Services,info,
"160 days, 19:51:55.965600",nptynemau6x5qth5,0,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']",0,"['NPTYNEMAU6X5QTH5.COM', 'nptynemau6x5qth5.com']",0,,-1,"['npt', 'pty', 'tyn', 'yne', 'nem', 'ema', 'mau', 'au6', 'u6x', '6x5', 'x5q', '5qt', 'qth', 'th5']","{'6': 5.744318181818182, 'mau': 5.301136363636363, 'x': 5.725378787878788, 'h': 5.570075757575758, 't': 5.424242424242424, 'np': 5.382575757575758, 'tyne': 5.195075757575758, 'q': 5.734848484848484, '5': 5.742424242424242}",JP,0,0,17,"[('facebook.com', 86), ('twitter.com', 86)]","GMO INTERNET, INC.",0,"['np', 'pt', 'ty', 'yn', 'ne', 'em', 'ma', 'au', 'u6', '6x', 'x5', '5q', 'qt', 'th', 'h5']",Tokyo,"['n', 'p', 't', 'y', 'n', 'e', 'm', 'a', 'u', '6', 'x', '5', 'q', 't', 'h', '5']",0,3.4940826741,13.6363636364,,0,"defaultdict(<class 'int'>, {'6': 1, 'e': 1, 'm': 1, 'n': 2, 'u': 1, 'a': 1, 'p': 1, 'h': 1, 'x': 1, 't': 2, 'y': 1, 'q': 1, '5': 2})",-1,tyne,6,0,2019-05-19 12:30:45,Whois Privacy Protection Service by onamae.com,com,
0,o7x6p2,0,,0,,0,,-1,"['o7x', '7x6', 'x6p', '6p2']","{'p': 5.554924242424242, '6': 5.744318181818182, 'o': 5.354166666666667, 'x': 5.725378787878788, '2': 5.740530303030303, '7': 5.744318181818182}",,0,0,7,"[('shop-pro.jp', 50), ('blogspot.jp', 50)]",,0,"['o7', '7x', 'x6', '6p', 'p2']",,"['o', '7', 'x', '6', 'p', '2']",0,2.4063042189,27.2727272727,,0,"defaultdict(<class 'int'>, {'p': 1, '6': 1, 'o': 1, 'x': 1, '2': 1, '7': 1})",-1,2,0,0,,,jp,
,olufsdc,0,,0,,0,,,"['olu', 'luf', 'ufs', 'fsd', 'sdc']","{'ol': 5.178030303030303, 'u': 5.547348484848484, 'dc': 5.486742424242424, 'fs': 5.486742424242424}",,0,0,8,"[('usda.gov', 56), ('fc2.com', 51)]",,0,"['ol', 'lu', 'uf', 'fs', 'sd', 'dc']",,"['o', 'l', 'u', 'f', 's', 'd', 'c']",0,2.625,0,,0,"defaultdict(<class 'int'>, {'o': 1, 'd': 1, 'f': 1, 'c': 1, 'u': 1, 's': 1, 'l': 1})",-1,dc,,0,,,world,
,oppocf,0,,0,,0,,,"['opp', 'ppo', 'poc', 'ocf']","{'cf': 5.53219696969697, 'o': 5.354166666666667, 'opp': 5.380681818181818}",,0,0,7,"[('oecd.org', 56), ('plos.org', 56)]",,0,"['op', 'pp', 'po', 'oc', 'cf']",,"['o', 'p', 'p', 'o', 'c', 'f']",0,1.8348756475,0,,0,"defaultdict(<class 'int'>, {'p': 2, 'f': 1, 'c': 1, 'o': 2})",-1,opp,,0,,,world,
,oppocf,0,,0,,0,,,"['opp', 'ppo', 'poc', 'ocf']","{'cf': 5.53219696969697, 'o': 5.354166666666667, 'opp': 5.380681818181818}",,0,0,10,"[('oecd.org', 56), ('plos.org', 56)]",,0,"['op', 'pp', 'po', 'oc', 'cf']",,"['o', 'p', 'p', 'o', 'c', 'f']",0,2.1142465352,0,,1,"defaultdict(<class 'int'>, {'p': 2, 'w': 3, 'c': 1, 'o': 2, 'f': 1})",-1,opp,,0,,,world,
,oppocf,0,,0,,0,,,"['opp', 'ppo', 'poc', 'ocf']","{'cf': 5.53219696969697, 'o': 5.354166666666667, 'opp': 5.380681818181818}",,0,0,10,"[('oecd.org', 56), ('plos.org', 56)]",,0,"['op', 'pp', 'po', 'oc', 'cf']",,"['o', 'p', 'p', 'o', 'c', 'f']",0,2.1142465352,0,,1,"defaultdict(<class 'int'>, {'p': 2, 'w': 3, 'c': 1, 'o': 2, 'f': 1})",-1,opp,,0,,,world,
"136 days, 0:37:39.713483",oraleemaureen,0,,0,ORALEEMAUREEN.RU,0,,-1,"['ora', 'ral', 'ale', 'lee', 'eem', 'ema', 'mau', 'aur', 'ure', 'ree', 'een']","{'a': 5.365530303030303, 'lee': 5.166666666666667, 'maureen': 6.551136363636363, 'or': 5.145833333333333}",,0,0,14,"[('yandex.ru', 86), ('mail.ru', 86)]",R01-RU,0,"['or', 'ra', 'al', 'le', 'ee', 'em', 'ma', 'au', 'ur', 're', 'ee', 'en']",,"['o', 'r', 'a', 'l', 'e', 'e', 'm', 'a', 'u', 'r', 'e', 'e', 'n']",0,2.6782581419,0,,0,"defaultdict(<class 'int'>, {'a': 2, 'o': 1, 'e': 4, 'm': 1, 'n': 1, 'u': 1, 'r': 2, 'l': 1})",-1,maureen,2,0,2019-06-13 07:45:07,,ru,
,pandahu,0,,0,,0,,,"['pan', 'and', 'nda', 'dah', 'ahu']","{'panda': 5.5625, 'hu': 5.422348484848484}",,0,0,8,"[('un.org', 60), ('apache.org', 52)]",,0,"['pa', 'an', 'nd', 'da', 'ah', 'hu']",,"['p', 'a', 'n', 'd', 'a', 'h', 'u']",0,2.375,0,,0,"defaultdict(<class 'int'>, {'a': 2, 'p': 1, 'd': 1, 'h': 1, 'n': 1, 'u': 1})",-1,panda,,0,,,world,
,pandahu,0,,0,,0,,,"['pan', 'and', 'nda', 'dah', 'ahu']","{'panda': 5.5625, 'hu': 5.422348484848484}",,0,0,11,"[('un.org', 60), ('apache.org', 52)]",,0,"['pa', 'an', 'nd', 'da', 'ah', 'hu']",,"['p', 'a', 'n', 'd', 'a', 'h', 'u']",0,2.5308571531,0,,1,"defaultdict(<class 'int'>, {'a': 2, 'p': 1, 'w': 3, 'd': 1, 'h': 1, 'n': 1, 'u': 1})",-1,panda,,0,,,world,
,pandahu,0,,0,,0,,,"['pan', 'and', 'nda', 'dah', 'ahu']","{'panda': 5.5625, 'hu': 5.422348484848484}",,0,0,11,"[('un.org', 60), ('apache.org', 52)]",,0,"['pa', 'an', 'nd', 'da', 'ah', 'hu']",,"['p', 'a', 'n', 'd', 'a', 'h', 'u']",0,2.5308571531,0,,1,"defaultdict(<class 'int'>, {'a': 2, 'p': 1, 'w': 3, 'd': 1, 'h': 1, 'n': 1, 'u': 1})",-1,panda,,0,,,world,
0,perfect-fitting,0,,0,perfect-fitting.de,0,,-1,"['per', 'erf', 'rfe', 'fec', 'ect', 'ct-', 't-f', '-fi', 'fit', 'itt', 'tti', 'tin', 'ing']","{'-': 5.742424242424242, 'i': 5.392045454545454, 't': 5.424242424242424, 'perfect': 6.659090909090909, 'n': 5.428030303030303, 'g': 5.524621212121212, 'f': 5.668560606060606}",,0,0,16,"[('google.de', 86), ('e-recht24.de', 86)]",,0,"['pe', 'er', 'rf', 'fe', 'ec', 'ct', 't-', '-f', 'fi', 'it', 'tt', 'ti', 'in', 'ng']",,"['p', 'e', 'r', 'f', 'e', 'c', 't', '-', 'f', 'i', 't', 't', 'i', 'n', 'g']",0,3.0778195311,0,,0,"defaultdict(<class 'int'>, {'n': 1, 'p': 1, 'i': 2, 't': 3, 'e': 2, '-': 1, 'g': 1, 'f': 2, 'c': 1, 'r': 1})",-1,perfect,0,0,,,de,
0,perfect-fitting,0,,0,perfect-fitting.de,0,,-1,"['per', 'erf', 'rfe', 'fec', 'ect', 'ct-', 't-f', '-fi', 'fit', 'itt', 'tti', 'tin', 'ing']","{'-': 5.742424242424242, 'i': 5.392045454545454, 't': 5.424242424242424, 'perfect': 6.659090909090909, 'n': 5.428030303030303, 'g': 5.524621212121212, 'f': 5.668560606060606}",,0,0,16,"[('google.de', 86), ('e-recht24.de', 86)]",,0,"['pe', 'er', 'rf', 'fe', 'ec', 'ct', 't-', '-f', 'fi', 'it', 'tt', 'ti', 'in', 'ng']",,"['p', 'e', 'r', 'f', 'e', 'c', 't', '-', 'f', 'i', 't', 't', 'i', 'n', 'g']",0,3.0778195311,0,,0,"defaultdict(<class 'int'>, {'n': 1, 'p': 1, 'i': 2, 't': 3, 'e': 2, '-': 1, 'g': 1, 'f': 2, 'c': 1, 'r': 1})",-1,perfect,0,0,,,de,
0,perfect-fitting,0,,0,perfect-fitting.de,0,,-1,"['per', 'erf', 'rfe', 'fec', 'ect', 'ct-', 't-f', '-fi', 'fit', 'itt', 'tti', 'tin', 'ing']","{'-': 5.742424242424242, 'i': 5.392045454545454, 't': 5.424242424242424, 'perfect': 6.659090909090909, 'n': 5.428030303030303, 'g': 5.524621212121212, 'f': 5.668560606060606}",,0,0,19,"[('google.de', 86), ('e-recht24.de', 86)]",,0,"['pe', 'er', 'rf', 'fe', 'ec', 'ct', 't-', '-f', 'fi', 'it', 'tt', 'ti', 'in', 'ng']",,"['p', 'e', 'r', 'f', 'e', 'c', 't', '-', 'f', 'i', 't', 't', 'i', 'n', 'g']",0,3.2080484336,0,,1,"defaultdict(<class 'int'>, {'n': 1, 'p': 1, 'w': 3, 'i': 2, 't': 3, 'e': 2, '-': 1, 'g': 1, 'f': 2, 'c': 1, 'r': 1})",-1,perfect,0,0,,,de,
0,poetzy,0,,0,,0,,-1,"['poe', 'oet', 'etz', 'tzy']","{'zy': 5.640151515151516, 'poet': 5.075757575757576}",,0,0,7,"[('spotify.com', 60), ('etsy.com', 59)]",,0,"['po', 'oe', 'et', 'tz', 'zy']",,"['p', 'o', 'e', 't', 'z', 'y']",0,2.4063042189,0,,0,"defaultdict(<class 'int'>, {'p': 1, 'o': 1, 'e': 1, 't': 1, 'y': 1, 'z': 1})",-1,poet,0,0,,,cf,
,pokilec,0,,0,,0,,,"['pok', 'oki', 'kil', 'ile', 'lec']","{'lec': 5.236742424242424, 'pok': 5.1893939393939394, 'i': 5.392045454545454}",,0,0,8,"[('t.me', 60), ('google.it', 57)]",,0,"['po', 'ok', 'ki', 'il', 'le', 'ec']",,"['p', 'o', 'k', 'i', 'l', 'e', 'c']",0,2.625,0,,0,"defaultdict(<class 'int'>, {'k': 1, 'p': 1, 'o': 1, 'i': 1, 'c': 1, 'e': 1, 'l': 1})",-1,lec,,0,,,site,
"182 days, 23:00:09.551151",prevewcementnolaps,0,"['abuse@namecheap.com', '97e47622a8f44de8b4dbab201e200e9c.protect@whoisguard.com']",0,prevewcementnolaps.top,0,,-1,"['pre', 'rev', 'eve', 'vew', 'ewc', 'wce', 'cem', 'eme', 'men', 'ent', 'ntn', 'tno', 'nol', 'ola', 'lap', 'aps']","{'prev': 5.403409090909091, 'no': 5.176136363636363, 'cement': 6.03219696969697, 'ew': 5.418560606060606, 'laps': 5.285984848484849}",PA,0,0,19,"[('t.me', 64), ('pbs.org', 56)]",NAMECHEAP INC,0,"['pr', 're', 'ev', 've', 'ew', 'wc', 'ce', 'em', 'me', 'en', 'nt', 'tn', 'no', 'ol', 'la', 'ap', 'ps']",Panama,"['p', 'r', 'e', 'v', 'e', 'w', 'c', 'e', 'm', 'e', 'n', 't', 'n', 'o', 'l', 'a', 'p', 's']",0,3.3927734338,0,,0,"defaultdict(<class 'int'>, {'e': 4, 'm': 1, 't': 1, 'n': 2, 's': 1, 'l': 1, 'a': 1, 'p': 2, 'w': 1, 'v': 1, 'c': 1, 'r': 1, 'o': 1})",-1,cement,2,0,2019-04-27 09:25:34,"WhoisGuard, Inc.",top,
,probuve,0,,0,,0,,,"['pro', 'rob', 'obu', 'buv', 'uve']","{'ve': 5.299242424242424, 'bu': 5.395833333333333, 'pro': 5.208333333333333}",,0,0,8,"[('t.me', 60), ('si.edu', 57)]",,0,"['pr', 'ro', 'ob', 'bu', 'uv', 've']",,"['p', 'r', 'o', 'b', 'u', 'v', 'e']",0,2.625,0,,0,"defaultdict(<class 'int'>, {'p': 1, 'b': 1, 'v': 1, 'u': 1, 'r': 1, 'e': 1, 'o': 1})",-1,pro,,0,,,site,
